Numero Documento;Fecha de Creacion;Tipo de CDP;Estado;Dependencia;Dependencia Descripcion;Rubro;Descripcion;Fuente;Recurso;Sit; Valor Inicial ; Valor Operaciones ; Valor Actual ; Saldo por Comprometer ;Objeto;Solicitud CDP;Compromisos;Cuentas por Pagar;Obligaciones;Ordenes de Pago;Reintegros
5825;2025-01-09 09:37:00;Gasto;Con Compromiso;911327;CENTRO AGROPECUARIO-CAUCA - MODERNIZACION AMBIENTES;C-3603-1300-20-20305C-3603024-02;ADQUIS. DE BYS - AMBIENTES DE FORMACIÓN MODERNIZADOS - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 100.000.000,00 ; $ -   ; $ 100.000.000,00 ; $ 19.600.000,00 ;MANTENIMIENTO BIENES: MANTENIMIENTO DE BIENES MUEBLES, ENSERES, MAQUINARIA, EQUIPO, TRANSPORTE Y SOFTWARE, RECURSOS PARA EL MANTENIMIENTO DE EQUIPOS DE FORMACION Y VEHICULOS DEL CENTRO;5825;236225;149025;559925;323526225;-0
5925;2025-01-09 09:41:00;Gasto;Generado;911327;CENTRO AGROPECUARIO-CAUCA - MODERNIZACION AMBIENTES;C-3603-1300-20-20305C-3603024-02;ADQUIS. DE BYS - AMBIENTES DE FORMACIÓN MODERNIZADOS - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 120.000.000,00 ; $ -   ; $ 120.000.000,00 ; $ 120.000.000,00 ;OTROS EQUIPOS: COMPRA DE EQUIPOS Y HERRAMIENTAS SECTOR AGROPECUARIO, AGROINDUSTRIA,Y AMBIENTAL, ASÍ COMO PARA LOS PROGRAMAS DE MAYOR DEMANDA DEL C.DE FORMACIÓN, INCLUYE PANTALLAS INDUSTRIALES, VIDEO BEAM Y PUNTOS DE HIDRATACIÓN PARA LOS APRENDICES;5925;-0;-0;-0;-0;-0
6025;2025-01-09 09:46:00;Gasto;Con Compromiso;911327;CENTRO AGROPECUARIO-CAUCA - MODERNIZACION AMBIENTES;C-3603-1300-20-20305C-3603024-02;ADQUIS. DE BYS - AMBIENTES DE FORMACIÓN MODERNIZADOS - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 1.535.040,00 ; $ -   ; $ 1.535.040,00 ; $ 1.375.040,00 ;OTROS EQUIPOS: COMPRA DE BÁSCULAS PARA EL PESAJE DE RESIDUOS, DE CONFORMIDAD CON LOS DECRETOS 1076 Y 1077 DE 2015;6025;321225;-0;-0;-0;-0
6125;2025-01-09 09:51:00;Gasto;Con Compromiso;911327;CENTRO AGROPECUARIO-CAUCA - MODERNIZACION AMBIENTES;C-3603-1300-20-20305C-3603024-02;ADQUIS. DE BYS - AMBIENTES DE FORMACIÓN MODERNIZADOS - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 129.228.950,00 ;-$ 4.964.517,00 ; $ 124.264.433,00 ; $ -   ;SERVICIOS PERSONALES: CONTRATAR LOS SERVICIOS PERSONALES INDIRECTOS DE 2 TECNÓLOGOS Y 1 DINAMIZADOR TIC;6125;725, 825, 1025;925;1525, 1625, 8825, 8925, 9025, 9225, 67625, 84625, 84725, 129625, 129725, 129925, 226225, 226325, 226525, 326125, 326225, 326425, 421025, 421125, 421325, 511525, 511625, 511825;18228325, 18228425, 48584125, 48584225, 48584325, 48584825, 88440325, 88462425, 88511025, 128471225, 128471525, 128472025, 171306225, 171306325, 171306525, 216698825, 216699025, 216699225, 268826725, 268827025, 268827725, 314356025, 314356125, 314356325;-0
6225;2025-01-09 09:58:00;Gasto;Con Compromiso;911328;CERTIFICACION COMPETENCIAS LABORALES-CENTRO AGROPECUARIO-CAUCA;C-3603-1300-20-20305C-3603033-02;ADQUIS. DE BYS - SERVICIO DE EVALUACIÓN DE COMPETENCIAS LABORALES - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONA;Nación;RECURSOS CORRIENTES;CSF; $ 29.480.000,00 ; $ -   ; $ 29.480.000,00 ; $ -   ;SERVICIOS PERSONALES: ECCL _CONTRATAR SERVICIOS PERSONALES INDIRECTOS DE APOYO ADMINISTRATIVO CENTRO DE FORMACIÓN DEL PROCESO ECCL 2025;6225;4525;-0;11325, 86225, 132625, 229025, 328925, 424025, 514625;48587825, 88512625, 128475825, 171309025, 216702025, 268831725, 314362625;-0
6325;2025-01-09 10:05:00;Gasto;Con Compromiso;911328;CERTIFICACION COMPETENCIAS LABORALES-CENTRO AGROPECUARIO-CAUCA;C-3603-1300-20-20305C-3603033-02;ADQUIS. DE BYS - SERVICIO DE EVALUACIÓN DE COMPETENCIAS LABORALES - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONA;Nación;RECURSOS CORRIENTES;CSF; $ 24.200.000,00 ; $ -   ; $ 24.200.000,00 ; $ 7.260.000,00 ;SERVICIOS PERSONALES: ECCL__ CONTRATAR SERVICIOS PERSONALES INDIRECTOS ROL DE EVALUADORES PROYECTO REGULAR, DSNFT META ESTRATEGIA ECONOMICA CAMPESINA Y META ECONOMIA POPULAR.;6325;7325, 7425, 7525, 140925, 146325;-0;13525, 13625, 13725, 70525, 70625, 87825, 135225, 135325, 135425, 231325, 231425, 250825, 252025, 254725, 331025, 331125, 331225, 348525, 425925, 426025, 426125, 445525, 475325, 475425, 517225, 517325, 538025, 538725;48590525, 48590625, 48590725, 88444025, 88444225, 88514325, 128479025, 128479125, 128479225, 171311425, 171311525, 171348925, 171350125, 171352925, 216704425, 216704525, 216704625, 216733525, 268834525, 268834625, 268834725, 268886025, 292257425, 292257525, 314367725, 314367925, 314403125, 314404025;-0
6325;2025-01-09 10:05:00;Gasto;Con Compromiso;911384;CENTRO AGROPECUARIO-CAUCA, SENA EMPRENDE RURAL -ECONOMIA POPULAR.;C-3603-1300-20-20305C-3603033-02;ADQUIS. DE BYS - SERVICIO DE EVALUACIÓN DE COMPETENCIAS LABORALES - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONA;Nación;RECURSOS CORRIENTES;CSF; $ 150.040.000,00 ; $ -   ; $ 150.040.000,00 ; $ -   ;SERVICIOS PERSONALES: ECCL__ CONTRATAR SERVICIOS PERSONALES INDIRECTOS ROL DE EVALUADORES PROYECTO REGULAR, DSNFT META ESTRATEGIA ECONOMICA CAMPESINA Y META ECONOMIA POPULAR.;6325;7325, 7425, 7525, 140925, 146325;-0;13525, 13625, 13725, 70525, 70625, 87825, 135225, 135325, 135425, 231325, 231425, 250825, 252025, 254725, 331025, 331125, 331225, 348525, 425925, 426025, 426125, 445525, 475325, 475425, 517225, 517325, 538025, 538725;48590525, 48590625, 48590725, 88444025, 88444225, 88514325, 128479025, 128479125, 128479225, 171311425, 171311525, 171348925, 171350125, 171352925, 216704425, 216704525, 216704625, 216733525, 268834525, 268834625, 268834725, 268886025, 292257425, 292257525, 314367725, 314367925, 314403125, 314404025;-0
6325;2025-01-09 10:05:00;Gasto;Con Compromiso;911386;CENTRO AGROPECUARIO-CAUCA, CERTIFICACION COMPETENCIA LABORALES -ECONOMINA POPULAR.;C-3603-1300-20-20305C-3603033-02;ADQUIS. DE BYS - SERVICIO DE EVALUACIÓN DE COMPETENCIAS LABORALES - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONA;Nación;RECURSOS CORRIENTES;CSF; $ 24.200.000,00 ; $ -   ; $ 24.200.000,00 ; $ -   ;SERVICIOS PERSONALES: ECCL__ CONTRATAR SERVICIOS PERSONALES INDIRECTOS ROL DE EVALUADORES PROYECTO REGULAR, DSNFT META ESTRATEGIA ECONOMICA CAMPESINA Y META ECONOMIA POPULAR.;6325;7325, 7425, 7525, 140925, 146325;-0;13525, 13625, 13725, 70525, 70625, 87825, 135225, 135325, 135425, 231325, 231425, 250825, 252025, 254725, 331025, 331125, 331225, 348525, 425925, 426025, 426125, 445525, 475325, 475425, 517225, 517325, 538025, 538725;48590525, 48590625, 48590725, 88444025, 88444225, 88514325, 128479025, 128479125, 128479225, 171311425, 171311525, 171348925, 171350125, 171352925, 216704425, 216704525, 216704625, 216733525, 268834525, 268834625, 268834725, 268886025, 292257425, 292257525, 314367725, 314367925, 314403125, 314404025;-0
6425;2025-01-09 10:12:00;Gasto;Con Compromiso;911328;CERTIFICACION COMPETENCIAS LABORALES-CENTRO AGROPECUARIO-CAUCA;C-3603-1300-20-20305C-3603033-02;ADQUIS. DE BYS - SERVICIO DE EVALUACIÓN DE COMPETENCIAS LABORALES - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONA;Nación;RECURSOS CORRIENTES;CSF; $ 3.000.000,00 ; $ -   ; $ 3.000.000,00 ; $ -   ;VIÁTICOS FORMACIÓN: ECCL VIÁTICOS PARA EL DESPLAZAMIENTO DE LOS ACTORES QUE EJECUTAN EL PROCESO DE EVALUACION Y CERTIFICACION DE COMPETENCIAS LABORALES;6425;49525, 49725, 55125, 61325, 61425, 66725, 74925, 75025, 75125, 84525, 85125, 116925, 117025, 178325, 193725, 230325, 230425, 240625, 240725, 256825, 256925, 311225, 355025, 355125, 377125, 377225, 377325, 377425, 377525, 383725, 387425, 455825, 455925;30725, 30825, 30925;44625, 51125, 56825, 62525, 62625, 95125, 99725, 100625, 103325, 127125, 128125, 186725, 187325, 266625, 303125, 317825, 319725, 363225, 363525, 368325, 369525, 461025, 469125, 470825, 543625, 544925, 545225, 546925, 547225, 565025, 565425;60509125, 60516125, 74663625, 74669525, 74669625, 101376525, 101382025, 101382925, 101386525, 116419325, 116420625, 150950925, 150951525, 180021025, 188389125, 197965125, 197967225, 232886525, 232886925, 232892125, 232893325, 292237825, 292251025, 292252825, 314409325, 314410925, 314411225, 314417525, 314417825, 331529925, 331530525;-0
6425;2025-01-09 10:12:00;Gasto;Con Compromiso;911384;CENTRO AGROPECUARIO-CAUCA, SENA EMPRENDE RURAL -ECONOMIA POPULAR.;C-3603-1300-20-20305C-3603033-02;ADQUIS. DE BYS - SERVICIO DE EVALUACIÓN DE COMPETENCIAS LABORALES - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONA;Nación;RECURSOS CORRIENTES;CSF; $ 17.004.000,00 ; $ -   ; $ 17.004.000,00 ; $ 662.092,00 ;VIÁTICOS FORMACIÓN: ECCL VIÁTICOS PARA EL DESPLAZAMIENTO DE LOS ACTORES QUE EJECUTAN EL PROCESO DE EVALUACION Y CERTIFICACION DE COMPETENCIAS LABORALES;6425;49525, 49725, 55125, 61325, 61425, 66725, 74925, 75025, 75125, 84525, 85125, 116925, 117025, 178325, 193725, 230325, 230425, 240625, 240725, 256825, 256925, 311225, 355025, 355125, 377125, 377225, 377325, 377425, 377525, 383725, 387425, 455825, 455925;30725, 30825, 30925;44625, 51125, 56825, 62525, 62625, 95125, 99725, 100625, 103325, 127125, 128125, 186725, 187325, 266625, 303125, 317825, 319725, 363225, 363525, 368325, 369525, 461025, 469125, 470825, 543625, 544925, 545225, 546925, 547225, 565025, 565425;60509125, 60516125, 74663625, 74669525, 74669625, 101376525, 101382025, 101382925, 101386525, 116419325, 116420625, 150950925, 150951525, 180021025, 188389125, 197965125, 197967225, 232886525, 232886925, 232892125, 232893325, 292237825, 292251025, 292252825, 314409325, 314410925, 314411225, 314417525, 314417825, 331529925, 331530525;-0
6525;2025-01-09 10:20:00;Gasto;Generado;911334;CENTRO AGROPECUARIO-CAUCA - PRODUCCION CENTROS;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Propios;INGRESOS CORRIENTES;CSF; $ 37.627.500,00 ; $ -   ; $ 37.627.500,00 ; $ 37.627.500,00 ;MANTENIMIENTO BIENES:MANTENIMIENTO DE BIENES MUEBLES, ENSERES, MAQUINARIA, EQUIPO, TRANSPORTE Y SOFTWARE, RECURSOS PARA ATENCIÓN DE PROYECTOS, SEGÚN APROBACIÓN DE LA MESA DE TRABAJO DE PRODUCCIÓN DE CENTROS.;6525;-0;-0;-0;-0;-0
6625;2025-01-09 10:44:00;Gasto;Con Compromiso;911334;CENTRO AGROPECUARIO-CAUCA - PRODUCCION CENTROS;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Propios;INGRESOS CORRIENTES;CSF; $ 103.386.500,00 ; $ -   ; $ 103.386.500,00 ; $ 69.000.000,00 ;MATERIALES FORMACIÓN: ASIGNACIÓN DE RECURSOS PARA LA CONTRATACIÓN DE LOS MATERIALES DE FORMACIÓN PROFESIONAL PARA ATENCION DE PROYECTOS SEGÚN APROBACION DE LA MESA DE TRABAJO DE PRODUCCION DE CENTROS;6625;133825, 257725, 282525, 306425;164125;560725;326518325;-0
6725;2025-01-09 10:49:00;Gasto;Con Compromiso;911334;CENTRO AGROPECUARIO-CAUCA - PRODUCCION CENTROS;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Propios;INGRESOS CORRIENTES;CSF; $ 116.500.000,00 ; $ -   ; $ 116.500.000,00 ; $ -   ;MATERIALES FORMACIÓN: ASIGNACIÓN DE RECURSOS PARA LA CONTRATACIÓN DE LOS MATERIALES DE FORMACIÓN PROFESIONAL PARA EL SOSTENIMIENTO DE SEMOVIENTES POR PRODUCCION DE CENTROS SEGÚN APROBACION DE LA MESA DE TRABAJO;6725;111725;100625;399825, 399925, 559525, 559625;243855625, 243855725, 318815225, 318815325;-0
6825;2025-01-09 11:03:00;Gasto;Generado;911338;CENTRO AGROPECUARIO-CAUCA - ECONOMIA CAMPESINA Y SER;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 3.070.947.223,00 ;-$ 3.070.947.223,00 ; $ -   ; $ -   ;INSTRUCTOR: RECURSOS PARA LA CONTRATACIÓN DE INSTRUCTORES TITULADA Y COMPLEMENTARIA DE CAMPESENA.(INCLUYE ETAPA LECTIVA Y PRODUCTIVA PARA TODA LA VIGENCIA);6825;-0;-0;-0;-0;-0
6925;2025-01-09 11:06:00;Gasto;Generado;911338;CENTRO AGROPECUARIO-CAUCA - ECONOMIA CAMPESINA Y SER;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 546.842.000,00 ;-$ 546.842.000,00 ; $ -   ; $ -   ;MATERIALES FORMACIÓN: ASIGNACIÓN DE RECURSOS PARA LA CONTRATACIÓN DE LOS MATERIALES DE FORMACIÓN PROFESIONAL TITULADA Y COMPLEMENTARIA CAMPESENA.;6925;-0;-0;-0;-0;-0
7025;2025-01-09 11:10:00;Gasto;Generado;911338;CENTRO AGROPECUARIO-CAUCA - ECONOMIA CAMPESINA Y SER;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 660.000.000,00 ;-$ 660.000.000,00 ; $ -   ; $ -   ;VIÁTICOS FORMACIÓN: VIÁTICOS INSTRUCTORES CAMPESENA PLANTA Y CONTRATISTAS PARA IMPARTIR ACCIONES DE FORMACION.;7025;-0;-0;-0;-0;-0
7125;2025-01-09 11:17:00;Gasto;Con Compromiso;911342;CENTRO AGROPECUARIO-CAUCA - BIENESTAR APRENDICES;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 378.593.007,00 ;-$ 1.550.000,00 ; $ 377.043.007,00 ; $ -   ;SERVICIOS PERSONALES: RECURSOS PARA LA CONTRATACIÓN DE SPI QUE APOYAN LA EJECUCIÓN DEL PNIBA AL INTERIOR DEL CENTRO DE FORMACIÓN Y CONTRATACION DE PROFESIONAL ESTRATEGIA CAMPESENA- POR TODA LA VIGENCIA 2025;7125;1625, 2325, 2425, 4325, 4625, 4725, 4825, 5825, 11225, 13025, 22725, 22825, 31025, 395525;74425, 74525;1225, 1325, 1425, 9525, 10125, 10225, 11225, 11425, 11525, 12025, 16525, 17525, 21825, 21925, 25125, 26625, 68025, 68325, 69325, 69525, 69625, 69725, 69925, 71525, 78125, 83725, 85525, 91225, 93925, 130325, 131025, 131125, 132525, 132725, 132825, 133825, 139025, 140725, 147625, 147725, 156725, 157325, 227025, 227725, 227825, 228825, 229125, 229225, 229325, 230125, 234825, 236425, 243125, 248525, 253325, 326825, 327425, 327525, 328725, 329025, 329125, 330025, 333525, 341025, 341125, 353325, 355125, 355225, 422025, 422525, 422625, 423925, 424125, 424225, 425125, 428925, 430425, 437125, 437225, 442725, 472325, 512425, 513025, 513125, 514525, 514725, 514825, 514925, 515825, 520825, 522525, 529325, 529425, 535225;18228025, 18228125, 18228225, 48585225, 48586225, 48586325, 48587725, 48587925, 48588025, 48588625, 48594825, 48597225, 48608425, 48608525, 48649325, 48651125, 88440825, 88441125, 88442425, 88442625, 88442725, 88442825, 88443125, 88445825, 88454125, 88461325, 88511825, 88519025, 88521725, 128473125, 128473825, 128473925, 128475725, 128475925, 128476025, 128477325, 128486425, 128490125, 128502425, 128502625, 128512925, 128513525, 171307025, 171307725, 171307825, 171308825, 171309125, 171309225, 171309325, 171310125, 171315225, 171316825, 171324125, 171346625, 171351425, 216699725, 216700325, 216700425, 216701825, 216702125, 216702225, 216703325, 216708825, 216718925, 216719025, 216739125, 216741425, 216741625, 268829225, 268829925, 268830025, 268831625, 268831825, 268832225, 268833525, 268838625, 268840525, 268850725, 268850825, 268882825, 292254425, 314357525, 314358725, 314358925, 314362325, 314362825, 314363025, 314363225, 314365225, 314372025, 314374425, 314392325, 314392425, 314399225;-0
